id,date,statut,contexte_visite,note_globale,recommandation,verbatim
770,04/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Un ENCHANTEMENT 
Un ÉMERVEILLEMENT 
Je signale que c est en tte objectivité car ne suis pas fan de ce genre de lieu … 
La MAGIE de Noël qui opère avec le JARDIN DE NOËL est FABULEUSE …."
771,04/01/2024,Avocat,En couple,5,Oui,"Visite le 29/12/24 : spectacle sur glace top , « les jardins merveilleux »magnifique de nuit🤩 , « le repaire des lutins »🍀 excellent avec une bonne animation et pour finir un très beau feu d’artifice. 🎇"
772,04/01/2024,Avocat,Avec des ados,5,Oui,J’ai trouver mon séjour magique avec mes loulous et enfants
773,04/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"On adore, juste a l entree dommage qu avec les pass on soit limite a une caisse, ca prend beaucoup de temps parfois"
774,04/01/2024,Neutre,Avec des ados,3,Non,"Le personnel n'est pas très souriant. Dire ""bonjour"" est un minimum"
775,04/01/2024,Avocat,Entre amis,5,Oui,"super experience, j'ai prit le billet d'entrée + un coupe fil et super journée que j'ai passée avec mon frère. A refaire"
776,04/01/2024,Avocat,Entre amis,5,Oui,Le parc s’est tellement amélioré ces derniers temps que j’ai pris mon pass saison 2024.
777,04/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Parc très sympa 
Beaucoup d’attractions pour les enfants de moins de 10 ans 
Des coupe files à un prix raisonnable comparés à Disney 
Hôtel de qualité et nourriture à l’hôtel de très bonne qualité"
778,04/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Une magnifique journée dans une ambiance de Noël très réussie !
779,04/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Comme d’habitude une excellente journée. 
Le parc Astérix a encore beaucoup de potentiel 
À la saison prochaine"
780,04/01/2024,Avocat,En couple,5,Oui,masterclass akhy
781,04/01/2024,Avocat,En couple,5,Oui,Parc propre et entretenue. Nous y somme allés pour les fêtes du nouvel an et sans regret les animations était au rendez-vous et le repas a l’hôtel de qualité.
782,04/01/2024,Avocat,Seul,5,Oui,Excellente journée dans le froid !!! Merci pour les points chaud autour des bûches.
783,04/01/2024,Avocat,Avec des ados,4,Oui,"Superbe expérience. Illuminations féeriques. Spectacle sur glace magique. Patinoire et piste de luge, il fallait y penser. A conseiller."
784,04/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Très belle journée
785,04/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Pas beaucoup d’attente aux manèges. Super journée
786,04/01/2024,Avocat,Avec des jeunes enfants,5,Oui,On aurait aimer savoir que le parking coutait 20€ : ce fût une surprise!
787,04/01/2024,Avocat,Avec des ados,4,Oui,"Bon séjour au Parc avec des attractions de qualité et à sensation ! 
L'hôtel les quais de Lutéce est magnifique. 
Dommage pour la restauration le midi, la moitié des snacks fermés, des files d'attentes importantes."
788,04/01/2024,Avocat,Entre amis,5,Oui,Journée parfaite
789,04/01/2024,Avocat,Avec des ados,5,Oui,"Super journée, Les Filotomatix Argent nous ont permis de profiter encore plus en faisant plusieurs fois nos attractions favorites. Le jardin de Noël est merveilleux."
790,04/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Journée super
791,04/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Très beau parc ma fille à adorée ts les manèges ts est magnifique
793,04/01/2024,Avocat,En couple,5,Oui,C’était juste exceptionnel
794,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Une super journée !
795,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,1ere fois en saison hiver. Très jolies décorations et belle ambiance dans tout le parc seul bémol on voit que certaines attractions ont besoin d'un rafraîchissement à voir si avant le printemps cela effectué !
797,03/01/2024,Avocat,Seul,4,Oui,"Parque recomendable. Variedad de atracciones para todos los gustos. Desde las más suaves a las más intensas. No fue el mejor día para disfrutar del parque debido a la gran afluencia de gente, pero aún así la esperiencia fue positiva."
798,03/01/2024,Avocat,Entre amis,5,Oui,Très bon Parc j’y vais au moins 4x par ans !
799,03/01/2024,Avocat,Avec des ados,4,Oui,"Beaucoup trop d attentes , plus de 2 heures"
800,03/01/2024,Avocat,Entre amis,4,Oui,"Nous avons séjourné à l'hôtel dans un décor magnifique. Le lendemain, nous avons profité du parc et surtout de notre attraction préféré Toutatis. Les spectacles était magnifique et nous avons profité de la patinoire."
801,03/01/2024,Avocat,Avec des ados,4,Oui,"La décoration du parc est superbe , et il y a de la diversité dans les attractions malheureusement certains jours le temps d'attente est très long 1h ou 1h30"
802,03/01/2024,Neutre,Avec des ados,3,Oui,"Très gros problème de réseau.. 
Application inutilisable au cours de la journée.. 
Beaucoup d'informations manquantes."
803,03/01/2024,Avocat,Avec des ados,4,Oui,Nous y avons passé 3 jours excellent
804,03/01/2024,Avocat,Entre amis,4,Oui,"C’était sympa, attractions au top ! Armé vous de patience pour l’attente et les gens impolis ! 
Le personnel au top !"
805,03/01/2024,Avocat,Avec des ados,5,Oui,"Nous avons fait le déplacement de la Martinique spécialement pour l'anniversaire de ma fille qui s'est fêtée le 31 décembre au parc Astérix, nous avons adoré malgré le froid ! Nous reviendrons !"
806,03/01/2024,Avocat,En couple,5,Oui,"Nous avions choisi de passer le jour de l an au parc en sejournant a l hotel trois hiboux deux nuits 
Reveillon au restaurant du cirque 
 
Chambre confortable 
Buffets de qualité 
 
On reviendra !"
807,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Très belle journée. 
La décoration du parc avec de beaux matériaux : ciment/pierre... c'est très joli. 
Beaucoup moins de plastique qu'à Disney donc belle décoration bravo."
808,03/01/2024,Neutre,Entre amis,3,Oui,"Très bon séjour au Parc Asterix, l'accueil y est agréable et ambiance festive au moment de Noël. 
Dommage cependant que plusieurs activités aient été fermées pour laisser place aux décorations et au marché de Noël. Cela limite les possibilités et le choix dans les activités adultes"
809,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Super journée dans l'ambiance Noël Gaulois...Superbes décors, spectacles et illuminations mais hélas...victime de son succès... le parc complet... une bien trop longue attente, pour déjeuner, surtout avec des petits... 45 mn de file d'attente, pour découvrir certains produits en rupture... décevant...Il aurait été judicieux d'ouvrir un peu plus de kiosques restauration pour palier à cette forte affluence..."
810,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Site facile à utiliser.
811,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Tout était très bien par contre à la tombée de la nuit manque de luminosité pas d’éclairage dans le parc.
812,03/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Un accueil plus que moyen ... Les saisonniers ont un langage limite ... A base de ""wesh ,t'inquiète ou encore tranquille"" en s'adressant aux clients ... Une honte l'attraction défi de césar ... Rien ne fonctionne,nul vraiment"
813,03/01/2024,Avocat,Avec des ados,5,Oui,"Nous avons passé 2 journées au Top avec nos 2 enfants qui sont fans comme nous d’Astérix et des sensations fortes. Nous avons été servis comme à chacune de nos visites. De plus, nous avons bien aimé l’hôtel de la cité suspendue même si nous avions préféré les quais de Lutèce lors de notre dernière visite. 
Nous reviendrons sans aucune hésitation."
814,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Premier séjour avec nos enfants et elles ont été super contentes. 
Personnel agréable et souriant. 
Les enfants souhaitent revenir cet été et pour le nouvel an."
815,03/01/2024,Neutre,En couple,3,Oui,"Bonne journée, toutefois il manque une certaine diversité parmi les attractions proposées, nous avons droit qu'à du sensationnel sur du grand huit, mais assez pauvre en terme d'attractions ""d'ambiance""."
816,03/01/2024,Avocat,Entre amis,4,Oui,"Très belle découverte, nous y reviendrons pour plusieurs jours cette fois ci. Soirée du reveillon superbe, le repas etait excellent. Très belle soirée. Merci."
817,03/01/2024,Opposant,Entre amis,2,Non,"Nous avons été très déçus de notre journée, en moyenne 70-90min d’attente par attractions! On passe sa journée à attendre pour faire au final seulement 4 attractions, c’est très frustrant et cela ne vaut pas le coup. Peut être faudra-t-il réguler le nombre d’entrée par jour? Les points positifs restent les attractions à forte sensation et les jardins de Noël très joliment illuminés."
818,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Qui veut la peau du père noël était génial pour nos enfants de 6 à 10 ans. Mais pour nous aussi parents. Le cirque aussi mais évidemment plus traditionnel même si le narratif avait une pointe de subversivité appréciable. 
Attention Menhir nous beaucoup amusé aussi. 
Toutatis est parfaitement incroyable. Une folie pure à renouveler. 
 
L'hôtel et le restaurant cité suspendue était formidables en tous points. Rien à reprocher. Tout a été formidable. 
 
Sur le parc, peut être manque t'il quelques petits cafés cosy. Mais les points avec du feu de bûche de bois a pu compenser. Une super expérience. Un gros bémol sur la qualité du charbon qui dégageait de fortes émanations de soufre préoccupantes et bien désagréables."
819,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"magnifique séjour, des attraction pour tous les âges, rencontre avec les personnages. Dommage que le parc ferme à 19h on en aurai bien profité un peu plus .... 
délicieux buffet du 31 très varié avec d'excellents produits. 
Hôtel de la citée suspendue très agréable"
823,03/01/2024,Avocat,Avec des ados,5,Oui,"28ans que je n'étais pas venu au Parc Asterix, et je me souviendrais de ce passage après avoir perdu mes clés de voiture dans Toutatis :) ça décoiffe mais heureusement le personnel est bienveillant et a fait le nécessaire pour les retrouver rapidement. 
Le parc est agréable, varié, et les décos de Noël le soir sont vraiment superbes. Bravo Parc Astérix, on reviendra (les poches fermées cette fois-ci) :)"
824,03/01/2024,Neutre,Entre amis,3,Oui,Très beau parc mais un peu plus de magie à cette période de Noël aurait été super.
825,03/01/2024,Avocat,En couple,4,Oui,"Très bien, comme d'habitude, malgré la grisaille. Nous avons passé un bon moment."
826,03/01/2024,Avocat,Avec des ados,5,Oui,Super journée au parc Astérix
827,03/01/2024,Avocat,En couple,4,Oui,"Très déçu du restaurant à côté de l’attraction toutatis, celui qui propose burguer végane ect. Très cher, attente très longue alors qu’il y avait pratiquement personne (il était 17h), personnelle très lent , sandwich prêt et servis 15minutes après qu’il soit prêt , et je n’exagère vraiment pas, frite toute molle et froide et sandwich froid. Manager qui vient pas aider qui traîne dans les parages, et qui se fait son plateau. Dommage"
828,03/01/2024,Avocat,Avec des ados,4,Oui,"Tout était parfait, l'hotel le parc, etc seul bémol c'est les files d'attentes, je pense que le parc devrait ouvrir à 10h comme en saison estivales, et plus d'attraction ouverte pour les rsident à l'hotel. mais c'était une super expériénce."
829,03/01/2024,Avocat,En couple,5,Oui,Toujours un plaisir de profiter du parc pendant les fêtes.
831,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Une excellente journée du 31 décembre dans le parc avec le thème ""Noël gaulois"". Des spectacles magnifiques, une jolie parade et un feu d'artifice spectaculaire, une belle décoration du parc. Une excellente gestion des temps d'attente avec l'application (nous avons fait toutes les ""grosses attractions"" avec moins de 30 minutes de queue en fonction des moments de la journée). De quoi terminer l'année en beauté."
832,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Les Psh sont pas très bien accueilli, pas génial le coup de l application pour les psh , du coup ont peut faire q une fois les attractions et après ont peut plus faire car trop d attente"
833,03/01/2024,Avocat,Avec des ados,4,Oui,"En effet le personnel est très courtois. Je jardin de Noel était magique, une très bonne balade à faire. 
Pour Noël c’est réussi, le vin chaud, patinoire….👍"
834,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Nous sommes venus deux fois en 1 ans et ces toujours un plaisir. Tous est fait pour passer une journée mémorable.
836,03/01/2024,Avocat,Avec des ados,4,Oui,"Séjour à l hôtel calme et agréable, la magie à opéré."
837,03/01/2024,Avocat,Entre amis,5,Oui,"C’est un parc d’attractions incroyable, la diversité des attractions pour petits et grands et là ainsi que les spectacles, le défilé gaulois et bien d’autres encore au rythme des saisons, le parc s’améliore constamment!"
838,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Une belle surprise ! Ce parc mérite largement d’être plus connu du grand public. 
 Un décorum incroyable, des animations de qualité à la fois pour les petits et grands et l’ambiance de Noël était véritablement magique. Tout est bien pensé : les grosses attractions pour adultes sont positionnées aux côtés d’attractions pour enfants faisant ainsi le bonheur des parents qui peuvent s’alterner en laissant leur progéniture s’éclater sur leurs animations. Je ne m’attendais pas à une telle qualité d’animations et une telle ambiance. Grosse mention pour les spectacles de rues (barberousse) et le feu d’artifice final qui viennent donner encore plus de magie à cette journée sans oublier les feus de bois aux attractions qui réchauffent la température exterieure. Je reviendrais sans hésiter."
839,03/01/2024,Avocat,Avec des ados,5,Oui,"Notre séjour à l'hôtel la cité suspendue (une nuit et deux dans le parc) a été excellent ! Chambre propre et confortable, restauration au top (et je suis difficile..), les attractions géniales sans attente excessive, les spectacles au top, rencontre avec les personnages accessibles et faciles ! Séjour parfait !"
840,03/01/2024,Avocat,Entre amis,5,Oui,"La diversité des attractions permet à tout les membres de la famille d'avoir du plaisir et des sensations, les spectacles sont vraiment un régale. je reviendrais par Toutatis..."
843,03/01/2024,Avocat,Avec des ados,4,Oui,Super séjour !
844,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,C'est notre parc préféré on adore l'ambiance et une chose qui nous plaît c'est à la fermeture du parc personne ne nous pousse vers la sortie on peut prendre notre temps et ça c'est super apreciable tout est bien organisé et les spectacles sont de qualités et l'attente dans les manèges et assez rapide grâce à une bonne organisation et les restaurants sont super merci asterix
845,03/01/2024,Avocat,Avec des ados,5,Oui,Très beau parc d'attractions avec de belles attractions pour tous les goûts et les âges. Bonne organisation. Personnel attentif et sympathique. Spectacles de très bonne qualité. Ambiance des différents voyages principaux des personnages respectés. Un très beau séjour qui a ravi toute la famille!
846,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Très bons moments passés durant cette période de fêtes. Le jardin de père noël est juste sublime et bravo pour la qualité des spectacles.
849,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Super séjour deco vraiment bien 
Les enfants sont heureux"
850,03/01/2024,Avocat,Avec des ados,4,Oui,Diversões espetaculares
852,03/01/2024,Avocat,En couple,5,Oui,"Les attractions sont superbes, elles changent des attractions des autres parcs en France 
Manque d'entretien sur le parc (peinture et propreté des décorations principalement)"
857,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Super week-end du jour de l’an passé en famille une belle ambiance de Noël avec de belles décorations et illuminations, nous étions à l’hôtel des trois hiboux, accueil excellent, repas du restaurant très bon chambre familiale très confortable"
859,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Un moment magique
860,03/01/2024,Neutre,Avec des ados,5,Non,"Que du positif, coup de cœur pour les spectacles et la gentillesse du personnel / personnages."
861,03/01/2024,Avocat,En couple,4,Oui,"L'accueil à l'hôtel par une hôtesse un peu perdu , qui nous a donné la moitié des informations . Dans le parc pas de problème , le spectacle du cirque pendant le repas de la St Sylvestre vraiment ridicule !! le repas impeccable"
862,03/01/2024,Opposant,Avec des ados,2,Non,Trop de monde c'est insupportable
864,03/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Nous avons opté pour la soirée réveillon avec le buffet qui ne porte que le nom réveillon mais ne l'évoque pas. 
 à 23h45 on nous a invité avec insistance à quitter notre table, alors que notre fils était endormi sur une chaise nous avons simplement demandé le compte à rebours 
 
on nous avait annoncé de l'ambiance,des mascottes, des Jeux pour enfants, nous n'avons rien vu de tout ça 
effectivement il y avait un groupe de musique à l'entrée de l'hôtel pas de réelle animation à table. 
nous sommes réellement déçus au vu du prix engagé : 360 € pour une famille, pour un buffet réveillon qui en réalité n'était qu'un repas. 
Notre séjour fut néanmoins préservé par la qualité des attractions avec un gros bémol: une heure d'attente pour 4 gaufres malgré quatre serveurs qui planent"
865,03/01/2024,Avocat,Avec des ados,4,Oui,"Chouette week-end du jour de l’an dans le parc ! Attente raisonnable aux attractions, dommage qu’en hiver le parc soit moins vivant. Nous n’avons vu aucun personnage en deux jours, beaucoup de stands fermés et aucune animation."
866,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Première fois que je faisais le parc à cette période et c'est vraiment très réussi, ils ont bien bosser les décors de Noël et l'ambiance est très sympa"
867,03/01/2024,Neutre,En couple,3,Oui,"Séjour bien passé dans l'ensemble, mais les prix dans les boutiques et le café sont chers."
868,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Nous avons passé une magnifique journée au Parc Astérix pour le noël gaulois ! Les décorations nous ont illuminé les yeux du début à la fin ! 
Nous reviendrons à noël c’est sûr ! Merci pour cette belle journée !"
869,03/01/2024,Avocat,Avec des ados,4,Oui,"Déçue par la prestation st sylvestre de l'hôtel "" cité suspendue"". 
Prix excessif surtout pour les enfants de moins de 12ans qui mangent 3 frites (métaphore) et une fois que la salle se vide à 23h30 on nous demande de sortir et tous les employés commencent à ranger alors que nous sommes à côté. 
Mis à part ce fait l'hôtel et le parc génial et personnels agréables ."
870,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Le Noël gaulois est une superbe période. Malheureusement nous y sommes allés le 25 et c'était très chargé.
871,03/01/2024,Avocat,Entre amis,4,Oui,De nombreuses pannes sur les attractions lors de notre visite.
872,03/01/2024,Neutre,En couple,3,Non,"La sécurité semble moyenne sur plusieurs attractions, la gestion pmr n'est pas terrible, les ascenseurs ne fonctionnent pas sur plusieurs attractions, j'ai du monter beaucoup d'escaliers. 
L'appli plante souvent donc on a perdu plusieurs fois le créneau pmr demandé. 
La nourriture est chère et mauvaise, les gaufres surgelées et toujours froides dedans, le sandwich savoyard fait d'une baguette industrielle, une tranche de jambon passable et un tout petit peu de fromage par ci par là qui n'a pas trop de goût. Le cappuccino était carrément dégueulasse, à presque 5 euro pour la taille d'un expresso... 
Notre meilleur moment de la journée a été le spectacle de patinage, tout simplement fabuleux, les artistes patineurs étaient formidables, ça a rattrapé un peu notre expérience pas terrible."
873,03/01/2024,Avocat,Avec des ados,4,Oui,"Malgré l ambiance toujours sympathique, Parc vieillissant manquant d entretien : peintures écaillées des décors et personnages et des restaurants, parties des décors abimées ou pourries, parcours des files d attente sols sales avec toiles d araignées. Et ....2h d attente aux attractions ""sensation"", on se croit à Disney. 3 attractions dans la journée...."
875,03/01/2024,Neutre,Seul,3,Oui,"En période de Noël c'est deux heures d'attente devant chaque rouleur coaster, c'est beaucoup TROP ! Même si il y a plus de mondes a Noël se qui est normal, j'ai était très déçu du parc."
877,03/01/2024,Neutre,Entre amis,4,Non,Dommage que Toutatis était en panne. Nous venions exprès pour essayer la nouvelle attraction et nous n’avons pas pu l’essayer !
878,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Attractions de qualité pour petits et grands. Sensations fortes assurées, mais des moments plus conviviaux en famille aussi. 
Application lente sur le parc, mais fiable dans les temps d'attente. 
Beau défilé des chars en fin de journée."
879,03/01/2024,Opposant,Avec des ados,2,Non,"Nous avons été très surpris par la saleté qui règne dans le parc. Des toilettes qui sont imprégnés par l’odeur de l’urine, de la salle du restaurant en passant par les attractions, crasse, poussière et toiles d’araignées règnent en maîtres. 
Le parc est vieillissant et mériterait un bon coup de peinture. Peut-être serait-il judicieux de stopper les investissements dans les nouvelles attractions et de les placer dans de la rénovation . 
Le prix de la restauration nous a également surpris, très cher pour une qualité et un service bas de gamme . 
Quant aux salariés, le sourire est difficile à obtenir . 
 
Bref rien pour faire rêver un peu et apprécier sa journée . 
 
Mention spéciale pour « le jardin merveilleux du père Noël »; une vraie réussite et le seul point positif de ma journée ."
880,03/01/2024,Avocat,Avec des ados,5,Oui,"Nous avons passé un super séjour et le réveillon du nouvel an à la hauteur de nos attentes. Les décors sont magnifiques, l'hôtel la cité suspendue est top. Super ambiance, nous avons beaucoup aimé l'orchestre, le repas de la St Sylvestre est varié et très bon. Le personnel très accueillant. Tout était parfait. Sauf notre carte d'accès pour la chambre qui ne fonctionnait pas à notre arrivée mais le problème a été vite résolu. Nous reviendrons avec grand plaisir."
881,03/01/2024,Avocat,Avec des ados,5,Oui,"Comme d'habitude, nous avons passé une journée inoubliable! Parents ravis, enfants heureux!"
882,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Super
883,03/01/2024,Avocat,En couple,4,Oui,"Des sensations fortes ! De la diversité , un parc superbe"
884,03/01/2024,Avocat,Avec des ados,4,Oui,Très bon parc d attraction pour petit et grand.
885,03/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Bonjour 
 
Hotel et parc très bien par contre le repas buffet du réveillon ce n’était pas digne et a la hauteur, presque 300€ pour un buffet classique, aucun service, pas d’animation comme noté, j’ai l’impression de m’être fait avoir, c’est inadmissible vu le prix, je suis très déçu et un peu agacé 
En espérant avoir un retour et un geste de votre part 
 
Vous remerciant par avance 
 
Cordialement 
 
M. Lopes"
886,03/01/2024,Avocat,Avec des ados,4,Oui,"Soirée du 31/12 parfaite. 
Hôtel très chaleureux et repas de grande qualité 
Super produit et en buffet"
887,03/01/2024,Opposant,Entre amis,1,Non,"Parc hors de prix pour ne pouvoir faire que deux attractions dans la journée TELLEMENT IL Y AVZIT DE MONDE. C’est une arnaque totale. Alors qu’il suffirait de réguler en s’inscrivant sur le site s afin de limiter le nombre de gens donc l’attente. 
Du vol voilà ce que je ressens"
888,03/01/2024,Avocat,Entre amis,4,Oui,"Nous avons tous adoré notre séjour 4 adultes, 2x 11 ans, 2 ans et 3 ans"
890,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Très beau parc d attraction, les sensations sont assurées. Nous y avons passé 2 jours au 31, petits et grands se sont amusés. L ambiance, les spectacles, les attractions, nous ont permis de passer un séjour inoubliable. Merci Asterix et Obélix."
891,03/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Super journée au parc pour le 31/12 avec un spectacle sur glace magnifique et une ambiance et déco dans l’esprit des fêtes ! Le personnel était adorable, les enfants étaient ravis de découvrir en vrai l’univers des irréductibles et sa parade que l’on est parti pour fredonner encore longtemps !"
892,03/01/2024,Avocat,En couple,5,Oui,"C’était une première fois pour nous !! Et c’était vraiment génial ! L’hôtel est magnifique à 5 minutes à pied, tout était parfait pour passer un bon moment !!"
893,03/01/2024,Avocat,Avec des ados,5,Oui,"Nous avons profité du parc pendant les vacances Noël. 
Le parc est MAGNIFIQUE ! 
Les spectacles sont beau même si je ne suis pas fan de quel cirque! Dans l'arène je préfère le spectacle été. Bravo sur le fait d'avoir utiliser Romus Rapidus pour en faire une MAGNIFIQUE ballade ds les jardins du père Noël c'est wouah 
De nuit certaines zones du parc ne sont pas éclairé c'est dommage. Et la demi heure du matin est à mon goût amer nous ne faisons pas de manège à sensation résultat des courses on en a pas profité car sur cette demi heure vous êtes bridé à devoir suivre un seul chemin et aucune attractions ballade est ouverte comme epidemais ou la rivière d'Élis voir même les espions de césar qui attire beaucoup de monde et même problématique le soir à partir de 17h30 des attractions fermés."
894,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Un moment inoubliable magique à refaire . 
Personnages accessibles facilement hôtel les 3 hiboux hypers agréable très bonne ambiances 
Jour de l’an top nous reviendrons"
895,03/01/2024,Neutre,Avec des ados,3,Oui,"Si vous êtes rugbyman ne venait pas au parc, vous ne pourrez pas faire d’attraction. Si vous faites 1m90 et une centaine de de kilos vous ne pourrez pas faire d’attraction. Déçue de ma dernière visite. Le Parc Astérix cible sa clientèle. 20€ le parking à nid de poule."
896,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Tres bon moment en famille !! Feerique
897,03/01/2024,Avocat,Entre amis,4,Oui,"J’ai passé un très bon moment avec mes amis, malheureusement en période de fêtes il y a énormément de monde. Je déconseille ahah, 4 attractions en 7h… mais sinon c’était plutôt cool. Choisissez la bonne période !"
898,03/01/2024,Avocat,Avec des ados,5,Oui,"Les spectacles sont magnifiques, enjoués. Nous avons passé une excellente journée dans l'ambiance de Noël. Le parc est magnifiquement décoré, nous avons été enchantés. La musique, les chants de Noël, le défilé, le marché, les feux pour se réchauffer, le feu d'artifice et la neige pour nous accompagner au moment du départ. Tous les symboles enchanteurs de Noël. Nous avons terminé l'année en Beauté."
899,03/01/2024,Avocat,Entre amis,5,Oui,"Nous avons passé un excellent séjour au parc Asterix, l'hôtel était super ainsi que les attractions du parc."
900,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,L'expérience était bien mais dommage pour les spectacles étaient vraiment pas au top concernant les 🔥 d'artifice et la parade aussi très limitée pas grand chose à voir comparer par apport aux autres parc qu'on a fait mais ça reste intéressant de découvrir et le personnel top des top souriants .
901,03/01/2024,Neutre,En couple,3,Oui,"Super Parc, les attractions sont incroyable et variées, le personnel du parc est par contre dans l'ensemble très désagréable, certains ne parlent pas français. La politesse n'est pas au rendez-vous."
902,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Très bonne journée en famille, attractions sympa, parc propre. Bémol la fréquentation du parc"
904,03/01/2024,Avocat,Avec des ados,5,Oui,Super ambiance décos spectacle et attractions de Noël ! Par contre les spectacles du dîner spectacle étaient decevant.
905,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Le parc est vraiment agréable et nous avons passé un bon moment . 
Les attractions sont géniales ."
906,03/01/2024,Opposant,En couple,1,Non,"catastrophique, pas de cohésion entre les hôtels et le parc. impossibilité de savoir ou le repas du réveillon était réservé. suite a réservation. personnels de réception des hôtels incompétent et gens-foutre . personne n'as chercher a régler notre problème, nous avons donc décider d'abréger notre séjour, nous n'avons même pas profiter de notre nuit d'hôtel, ni du repas du réveillon. les poubelles des attractions (pégase, jules césar, etc.) n'était même pas vidées et débordait à 11h30 du matin . nous avons demandé 3 fois dans la journée pour le repas du réveillon et personne n'a été capable de nous répondre. il a fallu attendre 21h00 et que je monte le ton pour que l'on me donne une explication"
907,03/01/2024,Avocat,Entre amis,5,Oui,"Week-end du 31.12 au 01.01.24 au top ! 
La soirée de la St Sylvestre était cool et l'ambiance de nui5mt c'était magique. 
Nous avons passés 2 jours féerique et magique 
A la prochaine"
908,03/01/2024,Neutre,Entre amis,3,Non,"Journée famille autour du noël gaulois, tellement de monde et après plus d’1h30 de queue alors que c était annoncé 50 min. 
Tous les autres jeux entre 70 et 90 min d attente … cela devient pire que son concurrent Disney. Dommage car c’est un parc familial de base. Payer 51€ par personne pour 6 et ne pouvoir faire qu’un jeu, journée peu rentable et peu de plaisir… dommage"
909,03/01/2024,Avocat,Avec des ados,5,Oui,Nous avons passé deux superbes journées au parc. La nouvelle attraction Toutatis est juste géniale (mais elle a été plusieurs fois à l'arrêt). Nous avons également profité de l'hôtel et du repas du nouvel an. Buffet très complet et boisson à volonté avec une ambiance musicale très appréciable. Je le conseil vivement.
910,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Excellente journée sur le parc même si les agents des attractions pourraient être un peu plus souriant
911,03/01/2024,Avocat,Avec des ados,5,Oui,"Excellent parc d'attractions à sensations. 
Il manque des agents de surveillance afin d'éviter que des gens doublent sans gêne. 
Cette situation crée de la frustration car nous ne sommes pas là pour nous embrouiller. 
Il manque un ""filotomatix"" avec temps d'attente mais sur toutes les attractions."
912,03/01/2024,Avocat,Avec des ados,5,Oui,Super journée spectacles au top ainsi que l’ambiance
913,03/01/2024,Avocat,Avec des ados,4,Oui,"Les attractions sont super, mais dans le parc on a pas senti la magie d Astérix et obélix , c’est dommage…"
914,03/01/2024,Avocat,Avec des ados,5,Oui,Très bon séjour
915,03/01/2024,Opposant,Avec des ados,2,Non,Dommage !! 2h30 d'attente pour une attraction avec un parc qui ferme à 19h
916,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Le parc est très bien, des montagnes ruses incroyables. Mais trop de monde et beaucoup des queues par tour"
917,03/01/2024,Avocat,Entre amis,4,Oui,"Le site internet est bien fait, assez facile d'utilisation."
918,03/01/2024,Avocat,En couple,4,Oui,"Super attractions, le seul bémol comme d'habitude, beaucoup d'attente pour finalement ne pas avoir le temps de tout faire. La seule chose qui me dérange vraiment, c'est d'attendre 7 heures dans les files d'attente pour seulement 30 minutes d'attraction."
